validfrom_utc,volume_kwh,emission_kg,co2_factor_kg_per_kwh,co2_factor_g_per_kwh
2024-01-03 18:00:00+00:00,9855259,1974967,0.2003972701275532,200.3972701275532
2024-01-03 19:00:00+00:00,9395161,1750284,0.18629632850357752,186.2963285035775
2024-01-03 20:00:00+00:00,9184190,1622156,0.1766248302789903,176.62483027899032
2024-01-03 21:00:00+00:00,9127767,1550519,0.1698683807332067,169.8683807332067
2024-01-03 22:00:00+00:00,9009835,1394761,0.15480427776979266,154.80427776979266
2024-01-03 23:00:00+00:00,9206122,1371914,0.1490219225858619,149.0219225858619
2024-01-04 00:00:00+00:00,9283674,1244291,0.1340300187188822,134.03001871888222
2024-01-04 01:00:00+00:00,9082664,1188378,0.1308402468703015,130.84024687030148
2024-01-04 02:00:00+00:00,8852055,1167284,0.13186587747138942,131.8658774713894
2024-01-04 03:00:00+00:00,8524101,1234643,0.1448414325452033,144.8414325452033
2024-01-04 04:00:00+00:00,8287542,1484101,0.17907613620540325,179.07613620540326
2024-01-04 05:00:00+00:00,8801497,1894666,0.21526633480645394,215.26633480645393
2024-01-04 06:00:00+00:00,10185634,2468740,0.24237470146679135,242.37470146679135
2024-01-04 07:00:00+00:00,11214065,3028455,0.2700586272685239,270.05862726852394
2024-01-04 08:00:00+00:00,12092783,3489919,0.2885951893786567,288.5951893786567
2024-01-04 09:00:00+00:00,13198693,3699925,0.2803251049175854,280.3251049175854
2024-01-04 10:00:00+00:00,13967385,3767258,0.2697182042307848,269.7182042307848
2024-01-04 11:00:00+00:00,13774218,3742262,0.2716859860937296,271.68598609372964
2024-01-04 12:00:00+00:00,13801910,3777245,0.27367552751756824,273.67552751756824
2024-01-04 13:00:00+00:00,14546198,4176068,0.28709000111231814,287.09000111231813
2024-01-04 14:00:00+00:00,14925616,4607976,0.3087293683557181,308.7293683557181
2024-01-04 15:00:00+00:00,13946377,4666889,0.3346309224252291,334.63092242522913
2024-01-04 16:00:00+00:00,14252727,4932595,0.34608078860978675,346.08078860978674
2024-01-04 17:00:00+00:00,14538229,4932531,0.33928004573321824,339.28004573321823
2024-01-04 18:00:00+00:00,14809022,4846019,0.3272342359947875,327.2342359947875
2024-01-04 19:00:00+00:00,14912441,4599092,0.30840638363632084,308.4063836363208
2024-01-04 20:00:00+00:00,15040084,4342990,0.2887610202177062,288.76102021770623
2024-01-04 21:00:00+00:00,13684570,3587424,0.26215102118663575,262.1510211866358
2024-01-04 22:00:00+00:00,12128237,2662484,0.2195277021713873,219.52770217138732
2024-01-04 23:00:00+00:00,12551236,2526455,0.20129133098923485,201.29133098923487
2024-01-05 00:00:00+00:00,12396315,2067815,0.16680884601593296,166.80884601593297
2024-01-05 01:00:00+00:00,11853640,1800256,0.15187368605761606,151.87368605761606
2024-01-05 02:00:00+00:00,11785282,1728814,0.1466926289926707,146.69262899267068
2024-01-05 03:00:00+00:00,11976674,1738769,0.14517962165455953,145.17962165455953
2024-01-05 04:00:00+00:00,12395819,1967892,0.15875449617326617,158.75449617326618
2024-01-05 05:00:00+00:00,12984396,2339926,0.1802106158807849,180.2106158807849
2024-01-05 06:00:00+00:00,14216982,2842970,0.19997000769924306,199.97000769924307
2024-01-05 07:00:00+00:00,15170259,3251380,0.2143259386672304,214.32593866723042
2024-01-05 08:00:00+00:00,15152833,3587188,0.23673381736603313,236.73381736603312
2024-01-05 09:00:00+00:00,15483882,3770237,0.2434942994269783,243.4942994269783
2024-01-05 10:00:00+00:00,15384366,3857851,0.250764379890598,250.764379890598
2024-01-05 11:00:00+00:00,15355821,3921363,0.255366547969008,255.366547969008
2024-01-05 12:00:00+00:00,15030767,3828364,0.2547018392341522,254.70183923415217
2024-01-05 13:00:00+00:00,15200268,3904617,0.25687816820071857,256.87816820071856
2024-01-05 14:00:00+00:00,14408979,3935576,0.27313357872198996,273.13357872199
2024-01-05 15:00:00+00:00,14122821,3868688,0.2739316741322431,273.93167413224313
2024-01-05 16:00:00+00:00,13796641,3693197,0.26768812785662827,267.6881278566283
2024-01-05 17:00:00+00:00,13903707,3777077,0.27165970916964804,271.65970916964807
2024-01-05 18:00:00+00:00,13832641,3718548,0.2688241529582095,268.8241529582095
2024-01-05 19:00:00+00:00,13708022,3557910,0.2595494813183113,259.5494813183113
2024-01-05 20:00:00+00:00,13298613,3296742,0.2479011908986298,247.9011908986298
2024-01-05 21:00:00+00:00,12855759,3089397,0.24031229894711,240.31229894711
2024-01-05 22:00:00+00:00,11554787,2633415,0.2279068406886254,227.9068406886254
2024-01-05 23:00:00+00:00,11075446,2394266,0.21617784060343936,216.17784060343936
2024-01-06 00:00:00+00:00,10528375,2086079,0.19813874410818383,198.13874410818383
2024-01-06 01:00:00+00:00,10212360,1899440,0.18599422660384082,185.99422660384081
2024-01-06 02:00:00+00:00,10321099,1898109,0.1839057061655934,183.90570616559341
2024-01-06 03:00:00+00:00,10198432,1851470,0.18154457469540417,181.54457469540415
2024-01-06 04:00:00+00:00,10504688,1967095,0.18725877436816782,187.25877436816782
2024-01-06 05:00:00+00:00,10464690,1944074,0.18577463833137914,185.77463833137915
2024-01-06 06:00:00+00:00,11612818,2408631,0.2074114138359871,207.4114138359871
2024-01-06 07:00:00+00:00,12492081,2828015,0.22638461918394542,226.38461918394543
